Ticker,Name,Sector,Country
DSS,"DSS, Inc.",Consumer Cyclical,United States
DSWL,"Deswell Industries, Inc.",Technology,Macau
DSX,Diana Shipping Inc.,Industrials,Greece
DT,"Dynatrace, Inc.",Technology,United States
DTC,"Solo Brands, Inc.",Consumer Cyclical,United States
DTE,DTE Energy Company,Utilities,United States
DTEA,DAVIDsTEA Inc.,Consumer Defensive,Canada
DTIL,"Precision BioSciences, Inc.",Healthcare,United States
DTM,"DT Midstream, Inc.",Energy,United States
DTOC,Digital Transformation Opportunities Corp.,Financial Services,United States
DTRT,DTRT Health Acquisition Corp.,Financial Services,United States
DTSS,Datasea Inc.,Technology,China
DTST,Data Storage Corporation,Technology,United States
DUET,DUET Acquisition Corp.,Financial Services,Malaysia
DUK,Duke Energy Corporation,Utilities,United States
DUNE,Dune Acquisition Corporation,Financial Services,United States
DUO,Fangdd Network Group Ltd.,Real Estate,China
DUOL,"Duolingo, Inc.",Technology,United States
DUOT,"Duos Technologies Group, Inc.",Technology,United States
DV,"DoubleVerify Holdings, Inc.",Technology,United States
DVA,DaVita Inc.,Healthcare,United States
DVAX,Dynavax Technologies Corporation,Healthcare,United States
DVN,Devon Energy Corporation,Energy,United States
DWAC,Digital World Acquisition Corp.,Financial Services,United States
DWIN,Delwinds Insurance Acquisition Corp.,Financial Services,United States
DWSN,Dawson Geophysical Company,Energy,United States
DX,"Dynex Capital, Inc.",Real Estate,United States
DXC,DXC Technology Company,Technology,United States
DXCM,"DexCom, Inc.",Healthcare,United States
DXF,Dunxin Financial Holdings Limited,Financial Services,China
DXLG,"Destination XL Group, Inc.",Consumer Cyclical,United States
DXPE,"DXP Enterprises, Inc.",Industrials,United States
DXR,Daxor Corporation,Healthcare,United States
DXYN,"The Dixie Group, Inc.",Consumer Cyclical,United States
DY,"Dycom Industries, Inc.",Industrials,United States
DYAI,"Dyadic International, Inc.",Healthcare,United States
DYN,"Dyne Therapeutics, Inc.",Healthcare,United States
DYNS,Dynamics Special Purpose Corp.,Financial Services,United States
DYNT,Dynatronics Corporation,Healthcare,United States
DZSI,DZS Inc.,Technology,United States
E,Eni S.p.A.,Energy,Italy
EA,Electronic Arts Inc.,Communication Services,United States
EAC,Edify Acquisition Corp.,Financial Services,United States
EAF,GrafTech International Ltd.,Industrials,United States
EAR,"Eargo, Inc.",Healthcare,United States
EARN,Ellington Residential Mortgage REIT,Real Estate,United States
EAST,"Eastside Distilling, Inc.",Consumer Defensive,United States
EAT,"Brinker International, Inc.",Consumer Cyclical,United States
EB,"Eventbrite, Inc.",Technology,United States
EBAC,European Biotech Acquisition Corp.,Financial Services,Netherlands
EBAY,eBay Inc.,Consumer Cyclical,United States
EBC,"Eastern Bankshares, Inc.",Financial Services,United States
EBET,"EBET, Inc.",Consumer Cyclical,United States
EBF,"Ennis, Inc.",Industrials,United States
EBIX,"Ebix, Inc.",Technology,United States
EBMT,"Eagle Bancorp Montana, Inc.",Financial Services,United States
EBON,Ebang International Holdings Inc.,Technology,China
EBR,Centrais Elétricas Brasileiras S.A. - Eletrobrás,Utilities,Brazil
EBS,Emergent BioSolutions Inc.,Healthcare,United States
EBTC,"Enterprise Bancorp, Inc.",Financial Services,United States
EC,Ecopetrol S.A.,Energy,Colombia
ECC,Eagle Point Credit Company Inc.,Financial Services,United States
ECL,Ecolab Inc.,Basic Materials,United States
ECOM,ChannelAdvisor Corporation,Technology,United States
ECOR,"electroCore, Inc.",Healthcare,United States
ECPG,"Encore Capital Group, Inc.",Financial Services,United States
ECVT,Ecovyst Inc.,Basic Materials,United States
ED,"Consolidated Edison, Inc.",Utilities,United States
EDAP,EDAP TMS S.A.,Healthcare,France
EDBL,Edible Garden AG Incorporated,Consumer Defensive,United States
EDIT,"Editas Medicine, Inc.",Healthcare,United States
EDN,Empresa Distribuidora y Comercializadora Norte Sociedad Anónima,Utilities,Argentina
EDNC,Endurance Acquisition Corp.,Financial Services,United States
EDR,"Endeavor Group Holdings, Inc.",Communication Services,United States
EDRY,EuroDry Ltd.,Industrials,Greece
EDSA,"Edesa Biotech, Inc.",Healthcare,Canada
EDTK,Skillful Craftsman Education Technology Limited,Consumer Defensive,China
EDTX,EdtechX Holdings Acquisition Corp. II,Financial Services,United Kingdom
EDU,New Oriental Education & Technology Group Inc.,Consumer Defensive,China
EDUC,Educational Development Corporation,Communication Services,United States
EE,"Excelerate Energy, Inc.",Utilities,United States
EEFT,"Euronet Worldwide, Inc.",Technology,United States
EEIQ,Elite Education Group International Limited,Consumer Defensive,United States
EEX,"Emerald Holding, Inc.",Communication Services,United States
EFC,Ellington Financial Inc.,Real Estate,United States
EFOI,"Energy Focus, Inc.",Consumer Cyclical,United States
EFSC,Enterprise Financial Services Corp,Financial Services,United States
EFTR,"eFFECTOR Therapeutics, Inc.",Healthcare,United States
EFX,Equifax Inc.,Industrials,United States
EGAN,eGain Corporation,Technology,United States
EGBN,"Eagle Bancorp, Inc.",Financial Services,United States
EGGF,EG Acquisition Corp.,Financial Services,United States
EGHT,"8x8, Inc.",Technology,United States
EGLE,Eagle Bulk Shipping Inc.,Industrials,United States
EGLX,Enthusiast Gaming Holdings Inc.,Communication Services,Canada
EGO,Eldorado Gold Corporation,Basic Materials,Canada
EGP,"EastGroup Properties, Inc.",Real Estate,United States
EGRX,"Eagle Pharmaceuticals, Inc.",Healthcare,United States
EGY,"VAALCO Energy, Inc.",Energy,United States
EH,EHang Holdings Limited,Industrials,China
EHC,Encompass Health Corporation,Healthcare,United States
EHTH,"eHealth, Inc.",Financial Services,United States
EIC,Eagle Point Income Company Inc.,,United States
EIG,"Employers Holdings, Inc.",Financial Services,United States
EIGR,"Eiger BioPharmaceuticals, Inc.",Healthcare,United States
EIX,Edison International,Utilities,United States
EJFA,EJF Acquisition Corp.,Financial Services,United States
EJH,E-Home Household Service Holdings Limited,Consumer Cyclical,China
EKSO,"Ekso Bionics Holdings, Inc.",Healthcare,United States
EL,The Estée Lauder Companies Inc.,Consumer Defensive,United States
ELA,Envela Corporation,Consumer Cyclical,United States
ELAN,Elanco Animal Health Incorporated,Healthcare,United States
ELBM,Electra Battery Materials Corporation,Basic Materials,Canada
ELDN,"Eledon Pharmaceuticals, Inc.",Healthcare,United States
ELEV,"Elevation Oncology, Inc.",Healthcare,United States
ELF,"e.l.f. Beauty, Inc.",Consumer Defensive,United States
ELLO,Ellomay Capital Ltd.,Utilities,Israel
ELMD,"Electromed, Inc.",Healthcare,United States
ELMS,"Electric Last Mile Solutions, Inc.",Consumer Cyclical,United States
ELOX,"Eloxx Pharmaceuticals, Inc.",Healthcare,United States
ELP,Companhia Paranaense de Energia - COPEL,Utilities,Brazil
ELS,"Equity LifeStyle Properties, Inc.",Real Estate,United States
ELSE,"Electro-Sensors, Inc.",Technology,United States
ELTK,Eltek Ltd.,Technology,Israel
ELVT,"Elevate Credit, Inc.",Financial Services,United States
ELY,Callaway Golf Company,Consumer Cyclical,United States
ELYM,"Eliem Therapeutics, Inc.",Healthcare,United States
ELYS,"Elys Game Technology, Corp.",Consumer Cyclical,Canada
EM,Smart Share Global Limited,Consumer Cyclical,China
EMAN,eMagin Corporation,Technology,United States
EMBC,Embecta Corp.,Healthcare,United States
EMBK,"Embark Technology, Inc.",Technology,United States
EMCF,Emclaire Financial Corp,Financial Services,United States
EME,"EMCOR Group, Inc.",Industrials,United States
EMKR,EMCORE Corporation,Technology,United States
EML,The Eastern Company,Industrials,United States
EMLD,FTAC Emerald Acquisition Corp.,Financial Services,United States
EMN,Eastman Chemical Company,Basic Materials,United States
EMR,Emerson Electric Co.,Industrials,United States
EMX,EMX Royalty Corporation,Basic Materials,Canada
ENB,Enbridge Inc.,Energy,Canada
ENCP,Energem Corp.,Financial Services,Malaysia
ENDP,Endo International plc,Healthcare,Ireland
ENER,Accretion Acquisition Corp.,Financial Services,United States
ENFN,"Enfusion, Inc.",Technology,United States
ENG,ENGlobal Corporation,Industrials,United States
ENIA,Enel Américas S.A.,Utilities,Chile
ENIC,Enel Chile S.A.,Utilities,Chile
ENJY,"Enjoy Technology, Inc.",Consumer Cyclical,United States
ENLC,"EnLink Midstream, LLC",Energy,United States
ENLV,Enlivex Therapeutics Ltd.,Healthcare,Israel
ENOB,"Enochian Biosciences, Inc.",Healthcare,United States
ENOV,Enovis Corporation,Industrials,United States
ENPC,Executive Network Partnering Corporation,Financial Services,United States
ENPH,"Enphase Energy, Inc.",Technology,United States
ENR,"Energizer Holdings, Inc.",Industrials,United States
ENS,EnerSys,Industrials,United States
ENSC,"Ensysce Biosciences, Inc.",Healthcare,United States
ENSG,"The Ensign Group, Inc.",Healthcare,United States
ENSV,Enservco Corporation,Energy,United States
ENTA,"Enanta Pharmaceuticals, Inc.",Healthcare,United States
ENTF,Enterprise 4.0 Technology Acquisition Corp.,Financial Services,United States
ENTG,"Entegris, Inc.",Technology,United States
ENTX,Entera Bio Ltd.,Healthcare,Israel
ENV,"Envestnet, Inc.",Technology,United States
ENVA,"Enova International, Inc.",Financial Services,United States
ENVB,"Enveric Biosciences, Inc.",Healthcare,United States
ENVX,Enovix Corporation,Industrials,United States
ENZ,"Enzo Biochem, Inc.",Healthcare,United States
EOCW,Elliott Opportunity II Corp.,Financial Services,United States
EOG,"EOG Resources, Inc.",Energy,United States
EOLS,"Evolus, Inc.",Healthcare,United States
EOSE,"Eos Energy Enterprises, Inc.",Industrials,United States
EP,Empire Petroleum Corporation,Energy,United States
EPAC,Enerpac Tool Group Corp.,Industrials,United States
EPAM,"EPAM Systems, Inc.",Technology,United States
EPC,Edgewell Personal Care Company,Consumer Defensive,United States
EPD,Enterprise Products Partners L.P.,Energy,United States
EPHY,Epiphany Technology Acquisition Corp.,Financial Services,United States
EPIX,ESSA Pharma Inc.,Healthcare,Canada
EPM,Evolution Petroleum Corporation,Energy,United States
EPR,EPR Properties,Real Estate,United States
EPRT,"Essential Properties Realty Trust, Inc.",Real Estate,United States
EPSN,Epsilon Energy Ltd.,Energy,United States
EPWR,Empowerment & Inclusion Capital I Corp.,Financial Services,United States
EPZM,"Epizyme, Inc.",Healthcare,United States
EQ,"Equillium, Inc.",Healthcare,United States
EQBK,"Equity Bancshares, Inc.",Financial Services,United States
EQC,Equity Commonwealth,Real Estate,United States
EQD,Equity Distribution Acquisition Corp.,Financial Services,United States
EQH,"Equitable Holdings, Inc.",Financial Services,United States
EQHA,EQ Health Acquisition Corp.,Financial Services,United States
EQIX,"Equinix, Inc.",Real Estate,United States
EQNR,Equinor ASA,Energy,Norway
EQOS,Eqonex Limited,Financial Services,Singapore
EQR,Equity Residential,Real Estate,United States
EQRX,"EQRx, Inc.",Healthcare,United States
EQS,"Equus Total Return, Inc.",Financial Services,United States
EQT,EQT Corporation,Energy,United States
EQX,Equinox Gold Corp.,Basic Materials,Canada
ERAS,"Erasca, Inc.",Healthcare,United States
ERES,East Resources Acquisition Company,Financial Services,United States
ERF,Enerplus Corporation,Energy,Canada
ERIC,Telefonaktiebolaget LM Ericsson (publ),Technology,Sweden
ERIE,Erie Indemnity Company,Financial Services,United States
ERII,"Energy Recovery, Inc.",Industrials,United States
ERJ,Embraer S.A.,Industrials,Brazil
ERO,Ero Copper Corp.,Basic Materials,Canada
ERYP,ERYTECH Pharma S.A.,Healthcare,France
ES,Eversource Energy,Utilities,United States
ESAB,ESAB Corporation,Industrials,United States
ESAC,ESGEN Acquisition Corporation,Financial Services,United States
ESBA,"Empire State Realty OP, L.P.",Real Estate,United States
ESCA,"Escalade, Incorporated",Consumer Cyclical,United States
ESE,ESCO Technologies Inc.,Technology,United States
ESEA,Euroseas Ltd.,Industrials,Greece
ESGC,Eros STX Global Corporation,Communication Services,United States
ESGR,Enstar Group Limited,Financial Services,Bermuda
ESI,Element Solutions Inc,Basic Materials,United States
ESLT,Elbit Systems Ltd.,Industrials,Israel
ESM,ESM Acquisition Corporation,Financial Services,United States
ESMT,"EngageSmart, Inc.",Technology,United States
ESNT,Essent Group Ltd.,Financial Services,Bermuda
ESP,Espey Mfg. & Electronics Corp.,Industrials,United States
ESPR,"Esperion Therapeutics, Inc.",Healthcare,United States
ESQ,"Esquire Financial Holdings, Inc.",Financial Services,United States
ESRT,"Empire State Realty Trust, Inc.",Real Estate,United States
ESS,"Essex Property Trust, Inc.",Real Estate,United States
ESSA,"ESSA Bancorp, Inc.",Financial Services,United States
ESSC,East Stone Acquisition Corporation,Financial Services,United States
ESTA,Establishment Labs Holdings Inc.,Healthcare,Costa Rica
ESTC,Elastic N.V.,Technology,United States
ESTE,"Earthstone Energy, Inc.",Energy,United States
ET,Energy Transfer LP,Energy,United States
ETAC,E.Merge Technology Acquisition Corp.,Financial Services,United States
ETD,Ethan Allen Interiors Inc.,Consumer Cyclical,United States
ETN,Eaton Corporation plc,Industrials,Ireland
ETNB,"89bio, Inc.",Healthcare,United States
ETON,"Eton Pharmaceuticals, Inc.",Healthcare,United States
ETR,Entergy Corporation,Utilities,United States
ETRN,Equitrans Midstream Corporation,Energy,United States
ETSY,"Etsy, Inc.",Consumer Cyclical,United States
ETTX,Entasis Therapeutics Holdings Inc.,Healthcare,United States
ETWO,"E2open Parent Holdings, Inc.",Technology,United States
EUCR,Eucrates Biomedical Acquisition Corp.,Financial Services,United States
EURN,Euronav NV,Energy,Belgium
EVA,Enviva Inc.,Basic Materials,United States
EVAX,Evaxion Biotech A/S,Healthcare,Denmark
EVBG,"Everbridge, Inc.",Technology,United States
EVBN,"Evans Bancorp, Inc.",Financial Services,United States
EVC,Entravision Communications Corporation,Communication Services,United States
EVCM,EverCommerce Inc.,Technology,United States
EVE,EVe Mobility Acquisition Corp,Financial Services,United States
EVER,"EverQuote, Inc.",Communication Services,United States
EVEX,"Eve Holding, Inc.",Consumer Defensive,United States
EVFM,"Evofem Biosciences, Inc.",Healthcare,United States
EVGN,Evogene Ltd.,Healthcare,Israel
EVGO,"EVgo, Inc.",Consumer Cyclical,United States
EVGR,Evergreen Corporation,Financial Services,Malaysia
EVH,"Evolent Health, Inc.",Healthcare,United States
EVI,"EVI Industries, Inc.",Industrials,United States
EVK,"Ever-Glory International Group, Inc.",Consumer Cyclical,China
EVLO,"Evelo Biosciences, Inc.",Healthcare,United States
EVLV,"Evolv Technologies Holdings, Inc.",Industrials,United States
EVO,Evotec SE,Healthcare,Germany
EVOJ,Evo Acquisition Corp.,Financial Services,United States
EVOK,"Evoke Pharma, Inc.",Healthcare,United States
EVOL,"Symbolic Logic, Inc.",Technology,United States
EVOP,"EVO Payments, Inc.",Technology,United States
EVR,Evercore Inc.,Financial Services,United States
EVRG,"Evergy, Inc.",Utilities,United States
EVRI,Everi Holdings Inc.,Consumer Cyclical,United States
EVTC,"EVERTEC, Inc.",Technology,United States
EVTL,Vertical Aerospace Ltd.,Industrials,United Kingdom
EW,Edwards Lifesciences Corporation,Healthcare,United States
EWBC,"East West Bancorp, Inc.",Financial Services,United States
EWCZ,"European Wax Center, Inc.",Consumer Defensive,United States
EWTX,"Edgewise Therapeutics, Inc.",Healthcare,United States
EXAI,Exscientia plc,Healthcare,United Kingdom
EXAS,Exact Sciences Corporation,Healthcare,United States
EXC,Exelon Corporation,Utilities,United States
EXEL,"Exelixis, Inc.",Healthcare,United States
EXFY,"Expensify, Inc.",Technology,United States
EXK,Endeavour Silver Corp.,Basic Materials,Canada
EXLS,"ExlService Holdings, Inc.",Technology,United States
EXN,Excellon Resources Inc.,Basic Materials,Canada
EXP,Eagle Materials Inc.,Basic Materials,United States
EXPD,"Expeditors International of Washington, Inc.",Industrials,United States
EXPE,"Expedia Group, Inc.",Consumer Cyclical,United States
EXPI,"eXp World Holdings, Inc.",Real Estate,United States
EXPO,"Exponent, Inc.",Industrials,United States
EXPR,"Express, Inc.",Consumer Cyclical,United States
EXR,Extra Space Storage Inc.,Real Estate,United States
EXTN,Exterran Corporation,Energy,United States
EXTR,"Extreme Networks, Inc.",Technology,United States
EYE,"National Vision Holdings, Inc.",Consumer Cyclical,United States
EYEN,"Eyenovia, Inc.",Healthcare,United States
EYES,"Second Sight Medical Products, Inc.",Healthcare,United States
EYPT,"EyePoint Pharmaceuticals, Inc.",Healthcare,United States
EZFL,EZFill Holdings Inc.,Technology,United States
EZGO,EZGO Technologies Ltd.,Consumer Cyclical,China
EZPW,"EZCORP, Inc.",Financial Services,United States
F,Ford Motor Company,Consumer Cyclical,United States
FA,First Advantage Corporation,Industrials,United States
FACA,Figure Acquisition Corp. I,Financial Services,United States
FACT,Freedom Acquisition I Corp.,Financial Services,United States
FAF,First American Financial Corporation,Financial Services,United States
FAMI,"Farmmi, Inc.",Consumer Defensive,China
FANG,"Diamondback Energy, Inc.",Energy,United States
FANH,Fanhua Inc.,Financial Services,China
FARM,Farmer Bros. Co.,Consumer Defensive,United States
FARO,"FARO Technologies, Inc.",Technology,United States
FAST,Fastenal Company,Industrials,United States
FAT,FAT Brands Inc.,Consumer Cyclical,United States
FATBB,FAT Brands Inc.,Consumer Cyclical,United States
FATE,"Fate Therapeutics, Inc.",Healthcare,United States
FATH,Fathom Digital Manufacturing Corporation,Technology,United States
FATP,Fat Projects Acquisition Corp,Financial Services,Singapore
FB,"Meta Platforms, Inc.",Communication Services,United States
FBC,"Flagstar Bancorp, Inc.",Financial Services,United States
FBHS,"Fortune Brands Home & Security, Inc.",Consumer Cyclical,United States
FBIO,"Fortress Biotech, Inc.",Healthcare,United States
FBIZ,"First Business Financial Services, Inc.",Financial Services,United States
FBK,FB Financial Corporation,Financial Services,United States
FBMS,"The First Bancshares, Inc.",Financial Services,United States
FBNC,First Bancorp,Financial Services,United States
FBP,First BanCorp.,Financial Services,United States
FBRT,"Franklin BSP Realty Trust, Inc.",Real Estate,United States
FBRX,"Forte Biosciences, Inc.",Healthcare,United States
FC,Franklin Covey Co.,Industrials,United States
FCAP,"First Capital, Inc.",Financial Services,United States
FCAX,Fortress Capital Acquisition Corp.,Financial Services,United States
FCBC,"First Community Bankshares, Inc.",Financial Services,United States
FCCO,First Community Corporation,Financial Services,United States
FCEL,"FuelCell Energy, Inc.",Industrials,United States
FCF,First Commonwealth Financial Corporation,Financial Services,United States
FCFS,"FirstCash Holdings, Inc",Financial Services,United States
FCN,"FTI Consulting, Inc.",Industrials,United States
FCNCA,"First Citizens BancShares, Inc.",Financial Services,United States
FCPT,"Four Corners Property Trust, Inc.",Real Estate,United States
FCRD,"First Eagle Alternative Capital BDC, Inc.",Financial Services,United States
FCUV,Focus Universal Inc.,Technology,United States
FCX,Freeport-McMoRan Inc.,Basic Materials,United States
FDBC,"Fidelity D & D Bancorp, Inc.",Financial Services,United States
FDMT,"4D Molecular Therapeutics, Inc.",Healthcare,United States
FDP,Fresh Del Monte Produce Inc.,Consumer Defensive,Cayman Islands
FDS,FactSet Research Systems Inc.,Financial Services,United States
FDUS,Fidus Investment Corporation,Financial Services,United States
FDX,FedEx Corporation,Industrials,United States
FE,FirstEnergy Corp.,Utilities,United States
FEAM,5E Advanced Materials Inc.,Basic Materials,United States
FEDU,Four Seasons Education (Cayman) Inc.,Consumer Defensive,China
FEIM,"Frequency Electronics, Inc.",Technology,United States
FELE,"Franklin Electric Co., Inc.",Industrials,United States
FEMY,Femasys Inc.,Healthcare,United States
FENC,Fennec Pharmaceuticals Inc.,Healthcare,United States
FENG,Phoenix New Media Limited,Communication Services,China
FERG,Ferguson plc,Industrials,United Kingdom
FET,"Forum Energy Technologies, Inc.",Energy,United States
FEXD,Fintech Ecosystem Development Corp.,Financial Services,United States
FF,FutureFuel Corp.,Basic Materials,United States
FFBC,First Financial Bancorp.,Financial Services,United States
FFBW,"FFBW, Inc.",Financial Services,United States
FFHL,"Fuwei Films (Holdings) Co., Ltd.",Consumer Cyclical,China
FFIC,Flushing Financial Corporation,Financial Services,United States
FFIE,Faraday Future Intelligent Electric Inc.,Consumer Cyclical,United States
FFIN,"First Financial Bankshares, Inc.",Financial Services,United States
FFIV,"F5, Inc.",Technology,United States
FFNW,"First Financial Northwest, Inc.",Financial Services,United States
FFWM,First Foundation Inc.,Financial Services,United States
FGBI,"First Guaranty Bancshares, Inc.",Financial Services,United States
FGEN,"FibroGen, Inc.",Healthcare,United States
FGF,"FG Financial Group, Inc.",Financial Services,United States
FGI,FGI Industries Ltd.,Consumer Cyclical,United States
FGMC,FG Merger Corp.,Financial Services,United States
FHB,"First Hawaiian, Inc.",Financial Services,United States
FHI,"Federated Hermes, Inc.",Financial Services,United States
FHLT,Future Health ESG Corp.,Financial Services,United States
FHN,First Horizon Corporation,Financial Services,United States
FHS,"First High-School Education Group Co., Ltd.",Consumer Defensive,China
FHTX,Foghorn Therapeutics Inc.,Healthcare,United States
FIAC,Focus Impact Acquisition Corp.,Financial Services,United States
FIBK,"First Interstate BancSystem, Inc.",Financial Services,United States
FICO,Fair Isaac Corporation,Technology,United States
FICV,Frontier Investment Corp,Financial Services,United States
FIGS,"FIGS, Inc.",Consumer Cyclical,United States
FINM,Marlin Technology Corporation,Financial Services,United States
FINV,FinVolution Group,Financial Services,China
FINW,FinWise Bancorp,Financial Services,United States
FIS,"Fidelity National Information Services, Inc.",Technology,United States
FISI,"Financial Institutions, Inc.",Financial Services,United States
FISV,"Fiserv, Inc.",Technology,United States
FITB,Fifth Third Bancorp,Financial Services,United States
FIVE,"Five Below, Inc.",Consumer Cyclical,United States
FIVN,"Five9, Inc.",Technology,United States
FIX,"Comfort Systems USA, Inc.",Industrials,United States
FIXX,"Homology Medicines, Inc.",Healthcare,United States
FIZZ,National Beverage Corp.,Consumer Defensive,United States
FKWL,Franklin Wireless Corp.,Technology,United States
FL,"Foot Locker, Inc.",Consumer Cyclical,United States
FLAC,Frazier Lifesciences Acquisition Corporation,Financial Services,United States
FLAG,"First Light Acquisition Group, Inc.",Financial Services,United States
FLEX,Flex Ltd.,Technology,Singapore
FLGC,Flora Growth Corp.,Healthcare,Canada
FLGT,"Fulgent Genetics, Inc.",Healthcare,United States
FLIC,The First of Long Island Corporation,Financial Services,United States
FLL,"Full House Resorts, Inc.",Consumer Cyclical,United States
FLME,Flame Acquisition Corp.,Financial Services,United States
FLMN,Falcon Minerals Corporation,Energy,United States
FLNC,"Fluence Energy, Inc.",Utilities,United States
FLNG,FLEX LNG Ltd.,Energy,Bermuda
FLNT,"Fluent, Inc.",Communication Services,United States
FLO,"Flowers Foods, Inc.",Consumer Defensive,United States
FLR,Fluor Corporation,Industrials,United States
FLS,Flowserve Corporation,Industrials,United States
FLT,"FLEETCOR Technologies, Inc.",Technology,United States
FLUX,"Flux Power Holdings, Inc.",Industrials,United States
FLWS,"1-800-FLOWERS.COM, Inc.",Consumer Cyclical,United States
FLXS,"Flexsteel Industries, Inc.",Consumer Cyclical,United States
FLYA,SOAR Technology Acquisition Corp.,Financial Services,United States
FLYW,Flywire Corporation,Technology,United States
FMAO,"Farmers & Merchants Bancorp, Inc.",Financial Services,United States
FMBH,"First Mid Bancshares, Inc.",Financial Services,United States
FMC,FMC Corporation,Basic Materials,United States
FMIV,Forum Merger IV Corporation,Financial Services,United States
FMNB,Farmers National Banc Corp.,Financial Services,United States
FMS,Fresenius Medical Care AG & Co. KGaA,Healthcare,Germany
FMTX,"Forma Therapeutics Holdings, Inc.",Healthcare,United States
FMX,"Fomento Económico Mexicano, S.A.B. de C.V.",Consumer Defensive,Mexico
FN,Fabrinet,Technology,Cayman Islands
FNA,"Paragon 28, Inc.",Healthcare,United States
FNB,F.N.B. Corporation,Financial Services,United States
FNCB,"FNCB Bancorp, Inc.",Financial Services,United States
FNCH,"Finch Therapeutics Group, Inc.",Healthcare,United States
FND,"Floor & Decor Holdings, Inc.",Consumer Cyclical,United States
FNF,"Fidelity National Financial, Inc.",Financial Services,United States
FNGR,"FingerMotion, Inc.",Communication Services,United States
FNHC,FedNat Holding Company,Financial Services,United States
FNKO,"Funko, Inc.",Consumer Cyclical,United States
FNLC,"The First Bancorp, Inc.",Financial Services,United States
FNV,Franco-Nevada Corporation,Basic Materials,Canada
FNVT,Finnovate Acquisition Corp.,Financial Services,Cayman Islands
FNWB,First Northwest Bancorp,Financial Services,United States
FNWD,Finward Bancorp,Financial Services,United States
FOA,Finance Of America Companies Inc.,Financial Services,United States
FOCS,Focus Financial Partners Inc.,Financial Services,United States
FOLD,"Amicus Therapeutics, Inc.",Healthcare,United States
FONR,FONAR Corporation,Healthcare,United States
FOR,Forestar Group Inc.,Real Estate,United States
FORA,Forian Inc.,Healthcare,United States
FORD,"Forward Industries, Inc.",Consumer Cyclical,United States
FORG,"ForgeRock, Inc.",Technology,United States
FORM,"FormFactor, Inc.",Technology,United States
FORR,"Forrester Research, Inc.",Industrials,United States
FORTY,Formula Systems (1985) Ltd.,Technology,Israel
FOSL,"Fossil Group, Inc.",Consumer Cyclical,United States
FOUN,Founder SPAC,Financial Services,United States
FOUR,"Shift4 Payments, Inc.",Technology,United States
FOX,Fox Corporation,Communication Services,United States
FOXA,Fox Corporation,Communication Services,United States
FOXF,Fox Factory Holding Corp.,Consumer Cyclical,United States
FOXW,FoxWayne Enterprises Acquisition Corp.,Financial Services,United States
FPAC,Far Peak Acquisition Corporation,Financial Services,United States
FPAY,"FlexShopper, Inc.",Industrials,United States
FPH,"Five Point Holdings, LLC",Real Estate,United States
FPI,Farmland Partners Inc.,Real Estate,United States
FR,"First Industrial Realty Trust, Inc.",Real Estate,United States
FRAF,Franklin Financial Services Corporation,Financial Services,United States
FRBA,First Bank,Financial Services,United States
FRBK,"Republic First Bancorp, Inc.",Financial Services,United States
FRBN,Forbion European Acquisition Corp.,Financial Services,United States
FRC,First Republic Bank,Financial Services,United States
FRD,"Friedman Industries, Incorporated",Basic Materials,United States
FREE,"Whole Earth Brands, Inc.",Consumer Defensive,United States
FREQ,"Frequency Therapeutics, Inc.",Healthcare,United States
FREY,FREYR Battery,Industrials,Luxembourg
FRG,"Franchise Group, Inc.",Consumer Cyclical,United States
FRGE,"Forge Global Holdings, Inc.",Technology,United States
FRGI,"Fiesta Restaurant Group, Inc.",Consumer Cyclical,United States
FRHC,Freedom Holding Corp.,Financial Services,Kazakhstan
FRLA,Fortune Rise Acquisition Corporation,Financial Services,United States
FRLN,Freeline Therapeutics Holdings plc,Healthcare,United Kingdom
FRME,First Merchants Corporation,Financial Services,United States
FRO,Frontline Ltd.,Energy,Bermuda
FROG,JFrog Ltd.,Technology,United States
FRON,Frontier Acquisition Corp.,Financial Services,United States
FRPH,"FRP Holdings, Inc.",Real Estate,United States
FRPT,"Freshpet, Inc.",Consumer Defensive,United States
FRSG,First Reserve Sustainable Growth Corp.,Financial Services,United States
FRSH,Freshworks Inc.,Technology,United States
FRST,Primis Financial Corp.,Financial Services,United States
FRSX,Foresight Autonomous Holdings Ltd.,Consumer Cyclical,Israel
FRT,Federal Realty Investment Trust,Real Estate,United States
FRW,PWP Forward Acquisition Corp. I,Financial Services,United States
FRXB,Forest Road Acquisition Corp. II,Financial Services,United States
FSBC,Five Star Bancorp,Financial Services,United States
FSBW,"FS Bancorp, Inc.",Financial Services,United States
FSEA,First Seacoast Bancorp,Financial Services,United States
FSFG,"First Savings Financial Group, Inc.",Financial Services,United States
FSI,"Flexible Solutions International, Inc.",Basic Materials,Canada
FSK,FS KKR Capital Corp.,Financial Services,United States
FSLR,"First Solar, Inc.",Technology,United States
FSLY,"Fastly, Inc.",Technology,United States
FSM,Fortuna Silver Mines Inc.,Basic Materials,Canada
FSNB,Fusion Acquisition Corp. II,Financial Services,United States
FSP,Franklin Street Properties Corp.,Real Estate,United States
FSR,Fisker Inc.,Consumer Cyclical,United States
FSRD,"Fast Radius, Inc.",Technology,United States
FSRX,FinServ Acquisition Corp. II,Financial Services,United States
FSS,Federal Signal Corporation,Industrials,United States
FSSI,Fortistar Sustainable Solutions Corp.,Financial Services,United States
